,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
625,1016.mp4,1,"[[1.         0.96957735 0.96875754 ... 0.         0.         0.        ]
 [0.96957735 1.         0.99375966 ... 0.         0.         0.        ]
 [0.96875754 0.99375966 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.96957735 0.96875754 ... 0.         0.         0.        ]
 [0.96957735 1.         0.99375966 ... 0.         0.         0.        ]
 [0.96875754 0.99375966 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[116 190 150 ...  30  57  59]
 [129 196 168 ...  34  64  70]
 [137 206 179 ...  35  66  72]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
626,1017.mp4,0,"[[1.         0.99491969 0.99699324 ... 0.95496916 0.95734611 0.95558923]
 [0.99491969 1.         0.99788215 ... 0.95533875 0.95678101 0.95612555]
 [0.99699324 0.99788215 1.         ... 0.95385877 0.95578005 0.95431548]
 ...
 [0.95496916 0.95533875 0.95385877 ... 1.         0.99481229 0.99783744]
 [0.95734611 0.95678101 0.95578005 ... 0.99481229 1.         0.99609174]
 [0.95558923 0.95612555 0.95431548 ... 0.99783744 0.99609174 1.        ]]","[[1.         0.99491969 0.99699324 ... 0.95496916 0.95734611 0.95558923]
 [0.99491969 1.         0.99788215 ... 0.95533875 0.95678101 0.95612555]
 [0.99699324 0.99788215 1.         ... 0.95385877 0.95578005 0.95431548]
 ...
 [0.95496916 0.95533875 0.95385877 ... 1.         0.99481229 0.99783744]
 [0.95734611 0.95678101 0.95578005 ... 0.99481229 1.         0.99609174]
 [0.95558923 0.95612555 0.95431548 ... 0.99783744 0.99609174 1.        ]]","[[121 225 166 ...  24  70  74]
 [122 224 166 ...  25  72  75]
 [119 222 162 ...  24  70  74]
 ...
 [122 217 172 ...  29  77  79]
 [122 216 172 ...  32  79  81]
 [122 216 170 ...  31  80  81]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
627,1018.mp4,1,"[[1.         0.98368785 0.97539219 ... 0.         0.         0.        ]
 [0.98368785 1.         0.98686199 ... 0.         0.         0.        ]
 [0.97539219 0.98686199 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98368785 0.97539219 ... 0.         0.         0.        ]
 [0.98368785 1.         0.98686199 ... 0.         0.         0.        ]
 [0.97539219 0.98686199 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[149 220 175 ... 201 226 238]
 [150 222 177 ... 201 227 236]
 [150 221 174 ... 200 231 237]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
628,1019.mp4,0,"[[1.         0.99978292 0.99983359 ... 0.99649666 0.99692198 0.99651475]
 [0.99978292 1.         0.99979436 ... 0.99654588 0.99701959 0.99652425]
 [0.99983359 0.99979436 1.         ... 0.9962055  0.99674772 0.99625121]
 ...
 [0.99649666 0.99654588 0.9962055  ... 1.         0.99850962 0.99848899]
 [0.99692198 0.99701959 0.99674772 ... 0.99850962 1.         0.99959279]
 [0.99651475 0.99652425 0.99625121 ... 0.99848899 0.99959279 1.        ]]","[[1.         0.99978292 0.99983359 ... 0.         0.         0.        ]
 [0.99978292 1.         0.99979436 ... 0.         0.         0.        ]
 [0.99983359 0.99979436 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[140 211 172 ...  37  82  82]
 [140 211 174 ...  37  82  81]
 [140 211 173 ...  37  82  83]
 ...
 [143 219 186 ...  52  94  89]
 [140 217 184 ...  54  95  88]
 [138 214 179 ...  54  95  88]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
629,1020.mp4,0,"[[1.         0.96805637 0.96808205 ... 0.95002849 0.95147724 0.95055449]
 [0.96805637 1.         0.99999754 ... 0.9528014  0.95095351 0.94972287]
 [0.96808205 0.99999754 1.         ... 0.9527958  0.95095216 0.94972316]
 ...
 [0.95002849 0.9528014  0.9527958  ... 1.         0.99648874 0.99386154]
 [0.95147724 0.95095351 0.95095216 ... 0.99648874 1.         0.99797664]
 [0.95055449 0.94972287 0.94972316 ... 0.99386154 0.99797664 1.        ]]","[[1.         0.96805637 0.96808205 ... 0.95002849 0.95147724 0.95055449]
 [0.96805637 1.         0.99999754 ... 0.9528014  0.95095351 0.94972287]
 [0.96808205 0.99999754 1.         ... 0.9527958  0.95095216 0.94972316]
 ...
 [0.95002849 0.9528014  0.9527958  ... 1.         0.99648874 0.99386154]
 [0.95147724 0.95095351 0.95095216 ... 0.99648874 1.         0.99797664]
 [0.95055449 0.94972287 0.94972316 ... 0.99386154 0.99797664 1.        ]]","[[135 197 159 ...  35  66  67]
 [131 196 152 ...  30  62  62]
 [131 196 152 ...  30  62  62]
 ...
 [190 249 223 ...  40  66  70]
 [193 250 224 ...  37  66  70]
 [198 253 228 ...  37  64  69]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
630,1021.mp4,1,"[[1.         0.99922617 0.99910106 ... 0.         0.         0.        ]
 [0.99922617 1.         0.99944038 ... 0.         0.         0.        ]
 [0.99910106 0.99944038 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99922617 0.99910106 ... 0.         0.         0.        ]
 [0.99922617 1.         0.99944038 ... 0.         0.         0.        ]
 [0.99910106 0.99944038 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[104 205 151 ...   7  59  61]
 [105 205 152 ...   8  60  61]
 [105 205 151 ...   7  58  60]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
631,1024.mp4,1,"[[1.         0.99067541 0.99094757 ... 0.         0.         0.        ]
 [0.99067541 1.         0.99905986 ... 0.         0.         0.        ]
 [0.99094757 0.99905986 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99067541 0.99094757 ... 0.         0.         0.        ]
 [0.99067541 1.         0.99905986 ... 0.         0.         0.        ]
 [0.99094757 0.99905986 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[117 198 154 ... 205 238 241]
 [118 198 152 ... 201 234 238]
 [117 198 152 ... 200 234 238]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
632,1026.mp4,0,"[[1.         0.98719115 0.98672416 ... 0.         0.         0.        ]
 [0.98719115 1.         0.99121011 ... 0.         0.         0.        ]
 [0.98672416 0.99121011 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98719115 0.98672416 ... 0.         0.         0.        ]
 [0.98719115 1.         0.99121011 ... 0.         0.         0.        ]
 [0.98672416 0.99121011 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 64 149 131 ...  73 134 140]
 [ 60 143 124 ...  80 120 127]
 [ 55 150 128 ...  79 137 143]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
633,1027.mp4,0,"[[1.         0.99892072 0.99884837 ... 0.         0.         0.        ]
 [0.99892072 1.         0.99901399 ... 0.         0.         0.        ]
 [0.99884837 0.99901399 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99892072 0.99884837 ... 0.         0.         0.        ]
 [0.99892072 1.         0.99901399 ... 0.         0.         0.        ]
 [0.99884837 0.99901399 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[181  23 229 ... 144 212 204]
 [179  21 227 ... 142 212 203]
 [180  22 226 ... 143 210 203]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
634,1028.mp4,0,"[[1.         0.99614494 0.99654754 ... 0.         0.         0.        ]
 [0.99614494 1.         0.99959245 ... 0.         0.         0.        ]
 [0.99654754 0.99959245 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99614494 0.99654754 ... 0.         0.         0.        ]
 [0.99614494 1.         0.99959245 ... 0.         0.         0.        ]
 [0.99654754 0.99959245 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[189 102   7 ...  99 237 237]
 [207 110  30 ...  77 223 221]
 [208 110  32 ...  77 225 223]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
635,1029.mp4,0,"[[1.         0.99939574 0.99860684 ... 0.         0.         0.        ]
 [0.99939574 1.         0.9994758  ... 0.         0.         0.        ]
 [0.99860684 0.9994758  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99939574 0.99860684 ... 0.         0.         0.        ]
 [0.99939574 1.         0.9994758  ... 0.         0.         0.        ]
 [0.99860684 0.9994758  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[112 191 155 ...  20  62  55]
 [111 190 154 ...  20  62  55]
 [112 192 155 ...  19  62  55]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
636,1030.mp4,0,"[[1.         0.98719115 0.98672416 ... 0.         0.         0.        ]
 [0.98719115 1.         0.99121011 ... 0.         0.         0.        ]
 [0.98672416 0.99121011 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98719115 0.98672416 ... 0.         0.         0.        ]
 [0.98719115 1.         0.99121011 ... 0.         0.         0.        ]
 [0.98672416 0.99121011 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 64 149 131 ...  73 134 140]
 [ 60 143 124 ...  80 120 127]
 [ 55 150 128 ...  79 137 143]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
637,1031.mp4,1,"[[1.         0.97357035 0.96477768 ... 0.         0.         0.        ]
 [0.97357035 1.         0.99375613 ... 0.         0.         0.        ]
 [0.96477768 0.99375613 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97357035 0.96477768 ... 0.         0.         0.        ]
 [0.97357035 1.         0.99375613 ... 0.         0.         0.        ]
 [0.96477768 0.99375613 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[112 184 125 ...  39  96  98]
 [110 182 121 ...  38  97  98]
 [110 181 119 ...  38  97  98]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
638,1033.mp4,1,"[[1.         0.99999969 0.92277325 ... 0.         0.         0.        ]
 [0.99999969 1.         0.92277106 ... 0.         0.         0.        ]
 [0.92277325 0.92277106 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99999969 0.92277325 ... 0.         0.         0.        ]
 [0.99999969 1.         0.92277106 ... 0.         0.         0.        ]
 [0.92277325 0.92277106 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[134 246 166 ... 226  14  32]
 [134 246 166 ... 226  14  32]
 [166  14 213 ... 222  12  14]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
639,1034.mp4,0,"[[1.         0.99931243 0.9993217  ... 0.89612727 0.91251203 0.91634298]
 [0.99931243 1.         0.99971453 ... 0.8988981  0.91485799 0.91862525]
 [0.9993217  0.99971453 1.         ... 0.89877978 0.91489231 0.91870854]
 ...
 [0.89612727 0.8988981  0.89877978 ... 1.         0.94613313 0.94173725]
 [0.91251203 0.91485799 0.91489231 ... 0.94613313 1.         0.98040502]
 [0.91634298 0.91862525 0.91870854 ... 0.94173725 0.98040502 1.        ]]","[[1.         0.99931243 0.9993217  ... 0.89612727 0.91251203 0.91634298]
 [0.99931243 1.         0.99971453 ... 0.8988981  0.91485799 0.91862525]
 [0.9993217  0.99971453 1.         ... 0.89877978 0.91489231 0.91870854]
 ...
 [0.89612727 0.8988981  0.89877978 ... 1.         0.94613313 0.94173725]
 [0.91251203 0.91485799 0.91489231 ... 0.94613313 1.         0.98040502]
 [0.91634298 0.91862525 0.91870854 ... 0.94173725 0.98040502 1.        ]]","[[132 235 177 ...  83 132 135]
 [132 235 177 ...  84 133 136]
 [132 235 177 ...  84 133 136]
 ...
 [ 61 147  94 ...  36 110 107]
 [ 72 156  97 ...  26 100  99]
 [ 65 149  97 ...  30 103  98]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
640,1038.mp4,0,"[[1.         0.99998259 0.99905952 ... 0.93986399 0.93768378 0.93868823]
 [0.99998259 1.         0.99905037 ... 0.94003428 0.93785199 0.93884325]
 [0.99905952 0.99905037 1.         ... 0.93923981 0.93706975 0.93811541]
 ...
 [0.93986399 0.94003428 0.93923981 ... 1.         0.99916825 0.99809735]
 [0.93768378 0.93785199 0.93706975 ... 0.99916825 1.         0.99825694]
 [0.93868823 0.93884325 0.93811541 ... 0.99809735 0.99825694 1.        ]]","[[1.         0.99998259 0.99905952 ... 0.93986399 0.93768378 0.93868823]
 [0.99998259 1.         0.99905037 ... 0.94003428 0.93785199 0.93884325]
 [0.99905952 0.99905037 1.         ... 0.93923981 0.93706975 0.93811541]
 ...
 [0.93986399 0.94003428 0.93923981 ... 1.         0.99916825 0.99809735]
 [0.93768378 0.93785199 0.93706975 ... 0.99916825 1.         0.99825694]
 [0.93868823 0.93884325 0.93811541 ... 0.99809735 0.99825694 1.        ]]","[[114 190 150 ... 140 181 184]
 [114 191 151 ... 140 181 184]
 [114 190 150 ... 141 181 185]
 ...
 [160  33 224 ... 168 243 244]
 [160  33 223 ... 168 244 245]
 [160  33 222 ... 169 245 246]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
