,Unnamed: 0,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
193,193,266.mp4,0,"[[1.         0.99905996 0.99878803 ... 0.99142607 0.99141688 0.9913486 ]
 [0.99905996 1.         0.99859504 ... 0.99221742 0.99219119 0.99211913]
 [0.99878803 0.99859504 1.         ... 0.99053971 0.99054104 0.99052184]
 ...
 [0.99142607 0.99221742 0.99053971 ... 1.         0.99996587 0.99985545]
 [0.99141688 0.99219119 0.99054104 ... 0.99996587 1.         0.99993202]
 [0.9913486  0.99211913 0.99052184 ... 0.99985545 0.99993202 1.        ]]","[[1.         0.99905996 0.99878803 ... 0.99142607 0.99141688 0.9913486 ]
 [0.99905996 1.         0.99859504 ... 0.99221742 0.99219119 0.99211913]
 [0.99878803 0.99859504 1.         ... 0.99053971 0.99054104 0.99052184]
 ...
 [0.99142607 0.99221742 0.99053971 ... 1.         0.99996587 0.99985545]
 [0.99141688 0.99219119 0.99054104 ... 0.99996587 1.         0.99993202]
 [0.9913486  0.99211913 0.99052184 ... 0.99985545 0.99993202 1.        ]]","[[144 204 175 ... 214 248 243]
 [145 205 176 ... 215 247 242]
 [146 206 176 ... 214 247 242]
 ...
 [145 206 180 ... 208 248 242]
 [145 206 180 ... 208 248 242]
 [144 206 180 ... 208 249 242]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
194,194,271.mp4,0,"[[1.         0.9889397  0.97905051 ... 0.83898164 0.83975743 0.8281473 ]
 [0.9889397  1.         0.98100194 ... 0.83771228 0.83839933 0.82567244]
 [0.97905051 0.98100194 1.         ... 0.84170931 0.84228934 0.83069189]
 ...
 [0.83898164 0.83771228 0.84170931 ... 1.         0.99892581 0.9600498 ]
 [0.83975743 0.83839933 0.84228934 ... 0.99892581 1.         0.96126657]
 [0.8281473  0.82567244 0.83069189 ... 0.9600498  0.96126657 1.        ]]","[[1.         0.9889397  0.97905051 ... 0.83898164 0.83975743 0.8281473 ]
 [0.9889397  1.         0.98100194 ... 0.83771228 0.83839933 0.82567244]
 [0.97905051 0.98100194 1.         ... 0.84170931 0.84228934 0.83069189]
 ...
 [0.83898164 0.83771228 0.84170931 ... 1.         0.99892581 0.9600498 ]
 [0.83975743 0.83839933 0.84228934 ... 0.99892581 1.         0.96126657]
 [0.8281473  0.82567244 0.83069189 ... 0.9600498  0.96126657 1.        ]]","[[100 242 144 ... 138   2 229]
 [ 97 242 143 ... 142   5 232]
 [ 94 239 140 ... 143   5 231]
 ...
 [245 152  88 ... 148 241 244]
 [245 151  88 ... 147 238 242]
 [235 139  58 ... 137 213 235]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
195,195,278.mp4,0,"[[1.         0.99277261 0.98167252 ... 0.9237892  0.92683451 0.92547429]
 [0.99277261 1.         0.9743087  ... 0.92668326 0.92999836 0.92811889]
 [0.98167252 0.9743087  1.         ... 0.918414   0.92134448 0.92019859]
 ...
 [0.9237892  0.92668326 0.918414   ... 1.         0.98680806 0.98119155]
 [0.92683451 0.92999836 0.92134448 ... 0.98680806 1.         0.9957366 ]
 [0.92547429 0.92811889 0.92019859 ... 0.98119155 0.9957366  1.        ]]","[[1.         0.99277261 0.98167252 ... 0.9237892  0.92683451 0.92547429]
 [0.99277261 1.         0.9743087  ... 0.92668326 0.92999836 0.92811889]
 [0.98167252 0.9743087  1.         ... 0.918414   0.92134448 0.92019859]
 ...
 [0.9237892  0.92668326 0.918414   ... 1.         0.98680806 0.98119155]
 [0.92683451 0.92999836 0.92134448 ... 0.98680806 1.         0.9957366 ]
 [0.92547429 0.92811889 0.92019859 ... 0.98119155 0.9957366  1.        ]]","[[148 242 186 ... 149 198 196]
 [151 242 188 ... 148 195 191]
 [144 238 178 ... 144 199 195]
 ...
 [231  61  17 ... 118 165 182]
 [230  59  15 ... 120 163 179]
 [231  63  19 ... 120 165 180]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
196,196,286.mp4,0,"[[1.         0.99655825 0.99943132 ... 0.         0.         0.        ]
 [0.99655825 1.         0.99789249 ... 0.         0.         0.        ]
 [0.99943132 0.99789249 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99655825 0.99943132 ... 0.         0.         0.        ]
 [0.99655825 1.         0.99789249 ... 0.         0.         0.        ]
 [0.99943132 0.99789249 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[113 198 143 ...  68 129 125]
 [113 198 143 ...  68 129 125]
 [113 198 143 ...  68 129 125]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
197,197,289.mp4,0,,,,
198,198,293.mp4,0,"[[1.         0.99944065 0.99843238 ... 0.94287585 0.94322904 0.94387468]
 [0.99944065 1.         0.99945448 ... 0.94242854 0.94272491 0.94340992]
 [0.99843238 0.99945448 1.         ... 0.9410601  0.94148904 0.94213638]
 ...
 [0.94287585 0.94242854 0.9410601  ... 1.         0.99614002 0.99777022]
 [0.94322904 0.94272491 0.94148904 ... 0.99614002 1.         0.99903586]
 [0.94387468 0.94340992 0.94213638 ... 0.99777022 0.99903586 1.        ]]","[[1.         0.99944065 0.99843238 ... 0.94287585 0.94322904 0.94387468]
 [0.99944065 1.         0.99945448 ... 0.94242854 0.94272491 0.94340992]
 [0.99843238 0.99945448 1.         ... 0.9410601  0.94148904 0.94213638]
 ...
 [0.94287585 0.94242854 0.9410601  ... 1.         0.99614002 0.99777022]
 [0.94322904 0.94272491 0.94148904 ... 0.99614002 1.         0.99903586]
 [0.94387468 0.94340992 0.94213638 ... 0.99777022 0.99903586 1.        ]]","[[ 50  93  63 ...  48  82  73]
 [ 49  92  62 ...  48  82  74]
 [ 49  92  61 ...  48  81  74]
 ...
 [112 199 159 ... 133 153 152]
 [113 200 163 ... 133 150 149]
 [113 200 162 ... 133 151 150]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
199,199,297.mp4,0,,,,
200,200,300.mp4,0,"[[1.         0.99867468 0.99299258 ... 0.         0.         0.        ]
 [0.99867468 1.         0.99319048 ... 0.         0.         0.        ]
 [0.99299258 0.99319048 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99867468 0.99299258 ... 0.         0.         0.        ]
 [0.99867468 1.         0.99319048 ... 0.         0.         0.        ]
 [0.99299258 0.99319048 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[240  58  32 ...  40  67  79]
 [237  55  27 ...  41  67  78]
 [234  56  29 ...  49  73  84]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
201,201,302.mp4,0,"[[1.         0.99831414 0.99895703 ... 0.         0.         0.        ]
 [0.99831414 1.         0.99968061 ... 0.         0.         0.        ]
 [0.99895703 0.99968061 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99831414 0.99895703 ... 0.         0.         0.        ]
 [0.99831414 1.         0.99968061 ... 0.         0.         0.        ]
 [0.99895703 0.99968061 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[220  22 245 ... 151 179 178]
 [220  21 244 ... 150 179 178]
 [220  21 244 ... 150 179 178]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
202,202,303.mp4,0,"[[1.         0.99948728 0.99796776 ... 0.         0.         0.        ]
 [0.99948728 1.         0.99700716 ... 0.         0.         0.        ]
 [0.99796776 0.99700716 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99948728 0.99796776 ... 0.         0.         0.        ]
 [0.99948728 1.         0.99700716 ... 0.         0.         0.        ]
 [0.99796776 0.99700716 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[176 255 220 ... 102 151 142]
 [175 254 218 ... 102 152 143]
 [175 254 218 ... 103 151 142]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
203,203,311.mp4,0,"[[1.         0.99906541 0.99734366 ... 0.94804784 0.94699359 0.94690112]
 [0.99906541 1.         0.9981727  ... 0.94631916 0.94481914 0.9447773 ]
 [0.99734366 0.9981727  1.         ... 0.94377737 0.94235949 0.94222115]
 ...
 [0.94804784 0.94631916 0.94377737 ... 1.         0.99577578 0.99359991]
 [0.94699359 0.94481914 0.94235949 ... 0.99577578 1.         0.99215623]
 [0.94690112 0.9447773  0.94222115 ... 0.99359991 0.99215623 1.        ]]","[[1.         0.99906541 0.99734366 ... 0.         0.         0.        ]
 [0.99906541 1.         0.9981727  ... 0.         0.         0.        ]
 [0.99734366 0.9981727  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[131 212 171 ...   6  59  60]
 [133 212 173 ...   1  55  54]
 [132 210 172 ... 255  52  49]
 ...
 [140 248 187 ... 100 145 140]
 [140 246 189 ... 101 141 137]
 [134 244 182 ... 105 146 142]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
204,204,315.mp4,0,"[[1.         0.99822479 0.99741521 ... 0.         0.         0.        ]
 [0.99822479 1.         0.99907816 ... 0.         0.         0.        ]
 [0.99741521 0.99907816 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99822479 0.99741521 ... 0.         0.         0.        ]
 [0.99822479 1.         0.99907816 ... 0.         0.         0.        ]
 [0.99741521 0.99907816 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[114   7 189 ... 228  23  10]
 [110   5 180 ... 223  25  18]
 [112   6 187 ... 215  26  13]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
205,205,318.mp4,0,"[[1.         0.98869771 0.9801091  ... 0.         0.         0.        ]
 [0.98869771 1.         0.99184888 ... 0.         0.         0.        ]
 [0.9801091  0.99184888 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98869771 0.9801091  ... 0.         0.         0.        ]
 [0.98869771 1.         0.99184888 ... 0.         0.         0.        ]
 [0.9801091  0.99184888 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[175 255 212 ... 228   4   9]
 [175 255 211 ... 226   1   7]
 [175   1 212 ... 225   0   6]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
206,206,320.mp4,0,"[[1.         0.99875523 0.95295596 ... 0.99168397 0.98921876 0.99476927]
 [0.99875523 1.         0.95469703 ... 0.99029541 0.98701443 0.99338005]
 [0.95295596 0.95469703 1.         ... 0.95142586 0.94780918 0.95077186]
 ...
 [0.99168397 0.99029541 0.95142586 ... 1.         0.99624192 0.99605302]
 [0.98921876 0.98701443 0.94780918 ... 0.99624192 1.         0.9949927 ]
 [0.99476927 0.99338005 0.95077186 ... 0.99605302 0.9949927  1.        ]]","[[1.         0.99875523 0.95295596 ... 0.99168397 0.98921876 0.99476927]
 [0.99875523 1.         0.95469703 ... 0.99029541 0.98701443 0.99338005]
 [0.95295596 0.95469703 1.         ... 0.95142586 0.94780918 0.95077186]
 ...
 [0.99168397 0.99029541 0.95142586 ... 1.         0.99624192 0.99605302]
 [0.98921876 0.98701443 0.94780918 ... 0.99624192 1.         0.9949927 ]
 [0.99476927 0.99338005 0.95077186 ... 0.99605302 0.9949927  1.        ]]","[[169  40 236 ...  56 123 120]
 [169  40 236 ...  55 123 119]
 [168  39 228 ...  64 123 126]
 ...
 [169  41 236 ...  62 129 127]
 [169  41 236 ...  64 130 128]
 [170  42 236 ...  61 128 126]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
207,207,330.mp4,0,"[[1.         0.99647764 0.99377976 ... 0.         0.         0.        ]
 [0.99647764 1.         0.99593964 ... 0.         0.         0.        ]
 [0.99377976 0.99593964 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99647764 0.99377976 ... 0.         0.         0.        ]
 [0.99647764 1.         0.99593964 ... 0.         0.         0.        ]
 [0.99377976 0.99593964 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[164  39 234 ... 136 190 190]
 [166  38 233 ... 134 183 183]
 [166  44 234 ... 151 197 198]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
208,208,338.mp4,0,"[[1.         0.9992721  0.99967181 ... 0.         0.         0.        ]
 [0.9992721  1.         0.99972636 ... 0.         0.         0.        ]
 [0.99967181 0.99972636 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9992721  0.99967181 ... 0.         0.         0.        ]
 [0.9992721  1.         0.99972636 ... 0.         0.         0.        ]
 [0.99967181 0.99972636 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[135 235 171 ... 103 162 157]
 [136 236 172 ... 103 162 157]
 [136 236 171 ... 104 162 159]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
209,209,34.mp4,0,"[[1.         0.98882343 0.98450008 ... 0.96041547 0.96123208 0.96136366]
 [0.98882343 1.         0.99668248 ... 0.96021417 0.96003774 0.96089335]
 [0.98450008 0.99668248 1.         ... 0.96070257 0.96056355 0.96136679]
 ...
 [0.96041547 0.96021417 0.96070257 ... 1.         0.99375488 0.99946621]
 [0.96123208 0.96003774 0.96056355 ... 0.99375488 1.         0.99529003]
 [0.96136366 0.96089335 0.96136679 ... 0.99946621 0.99529003 1.        ]]","[[1.         0.98882343 0.98450008 ... 0.         0.         0.        ]
 [0.98882343 1.         0.99668248 ... 0.         0.         0.        ]
 [0.98450008 0.99668248 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[133  14 195 ... 254  55  56]
 [134  15 193 ...   1  58  62]
 [132  15 192 ...   2  59  62]
 ...
 [140  24 196 ... 220  29  38]
 [139  24 194 ... 221  28  36]
 [140  24 196 ... 221  29  38]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
210,210,342.mp4,0,"[[1.         0.99675905 0.99716723 ... 0.         0.         0.        ]
 [0.99675905 1.         0.99702809 ... 0.         0.         0.        ]
 [0.99716723 0.99702809 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99675905 0.99716723 ... 0.         0.         0.        ]
 [0.99675905 1.         0.99702809 ... 0.         0.         0.        ]
 [0.99716723 0.99702809 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[132 213 174 ...  47  81  83]
 [133 213 175 ...  47  81  83]
 [132 212 173 ...  45  81  83]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
